'show_id','type','title','director','cast','country','date_added','release_year','rating','duration','listed_in','description'
('s5256','Movie','Rogue Warfare: The Hunt','Mike Gunther',"'Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang'",'United States',44044,2020,'R','104 min','Action & Adventure',"'When their leader is captured by an extremist organization, a special forces team stages a perilous rescue mission as time runs out.')"
('s5264','Movie','Romance Doll','Yuki Tanada',"'Issey Takahashi, Yuu Aoi, Kenta Hamano, Toko Miura, Koji Ohkura, Pierre Taki, Eri Watanabe, Kitaro'",'Japan',44036,2020,'TV-MA','124 min',"'Dramas, International Movies, Romantic Movies'","'Love came naturally for married couple Sonoko and Tetsuo. But his secret profession as a love doll designer clashes with her deeper, darker secret.')"
('s5276','TV Show','Room 2806: The Accusation','Jalil Lespert',,'France',44172,2020,'TV-MA','1 Season',"'Crime TV Shows, Docuseries, International TV Shows'",'This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn at the height of his career.')
('s5280','Movie','Rooting for Roona',"'Pavitra Chalam, Akshay Shankar'",,'India',44119,2020,'TV-PG','42 min',"'Documentaries, International Movies'","'In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.')"
('s5282','Movie','Roped','Shaun Paul Piccinino',"'Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville'",'United States',43953,2020,'PG','90 min',"'Children & Family Movies, Dramas, Romantic Movies'",'A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.')
('s5285','Movie','Rose Island','Sydney Sibilia',"'Elio Germano, Matilda De Angelis, Tom Wlaschiha, Luca Zingaretti, Fabrizio Bentivoglio, Leonardo Lidi, François Cluzet'",'Italy',44174,2020,'TV-14','119 min',"'Comedies, Dramas, International Movies'","'An idealistic engineer builds his own island off the coast of Italy and declares it a nation, drawing the attention of the world — and the government.')"
('s5287','TV Show',"'Roswell, New Mexico'",,"'Jeanine Mason, Nathan Parsons, Michael Vlamis, Lily Cowles, Tyler Blackburn, Heather Hemmens, Michael Trevino, Trevor St. John'",'United States',44005,2020,'TV-14','2 Seasons',"'Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy'","'After 10 years, a woman returns to her sleepy tourist-occupied hometown and discovers her high-school crush is also an unusual foreigner.')"
('s5295','TV Show','Rugal',,"'Choi Jin-hyuk, Park Sung-woong, Cho Dong-hyuk, Jung Hye-in, Han Ji-wan, Park Sun-ho, Kim Min-sang'",'South Korea',43919,2020,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, Korean TV Shows'",'A police detective who loses everything to a criminal organization seeks payback when he gains special abilities through biotechnology.')
('s5302','TV Show','Run On',,###############################################################################################################################################################################################################################################################,'South Korea',44182,2020,'TV-MA','1 Season',"'International TV Shows, Romantic TV Shows, TV Comedies'","'Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.')"
('s5305','TV Show','Running Man',,"'Kim Seo-yeong, Um Sang-hyun, Kwon Changwook, Kim Yeon-woo, Kang Shi-hyun, Jeon Tae-yeol, Nam Do-hyeong, Park No-sik'",,44197,2020,'TV-Y7','1 Season',"'Kids' TV, TV Comedies'","'Wanting to bring home the ultimate prize, a group of competitors gather for a championship — and discover both friends and enemies as they play!')"
('s5318','TV Show','Rust Valley Restorers',,"'Mike Hall, Michael Daingerfield'",'Canada',44064,2020,'TV-14','3 Seasons',"'International TV Shows, Reality TV'","'Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.')"
('s5324','Movie',"'Sí, Mi Amor'",'Pedro Flores Maldonado',"'Yiddá Eslava, Julián Zucchi, Andrés Salas, Magdyel Ugaz, Pietro Sibille, Saskia Bernaola, Sebastián Monteghirfo, Mayra Olivera'",,43957,2020,'TV-MA','107 min',"'Comedies, International Movies, Romantic Movies'",'A blindsided boyfriend must prove his fidelity when his girlfriend spontaneously dumps him after suspecting him of cheating.')
('s5357','Movie','Sam Jay: 3 In The Morning','Kristian Mercado','Sam Jay','United States',44047,2020,'TV-MA','64 min','Stand-Up Comedy',"'Comedian and ""Saturday Night Live"" writer Sam Jay serves up fresh takes on relationships, travel nightmares, the audacity of white people and more.')"
('s5379','TV Show','SanPa: Sins of the Savior','Cosima Spender',,'Italy',44195,2020,'TV-MA','1 Season',"'Crime TV Shows, Docuseries, International TV Shows'","'Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion — even as charges of violence began to mount.')"
('s5386','Movie','Santana',"'Chris Roland, Maradona Dias Dos Santos'","'Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala'","'South Africa, Angola'",44071,2020,'TV-MA','107 min',"'Action & Adventure, International Movies'",'Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.')
('s5389','Movie','Sarah Cooper: Everything's Fine','Natasha Lyonne',###############################################################################################################################################################################################################################################################,'United States',44131,2020,'TV-MA','50 min','Comedies',"'Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests.')"
('s5420','TV Show','Say I Do',,"'Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini'",'United States',44013,2020,'TV-14','1 Season',"'Reality TV, Romantic TV Shows'","'In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.')"
('s5432','TV Show','Schitt's Creek',,"'Eugene Levy, Catherine O'Hara, Daniel Levy, Annie Murphy, Chris Elliott, Jennifer Robertson, Emily Hampshire, Tim Rozon, Sarah Levy, Dustin Milligan'","'Canada, United States'",44107,2020,'TV-MA','6 Seasons','TV Comedies',"'Suddenly broke, the formerly filthy-rich Rose family is reduced to living in a ramshackle motel in a town they once bought as a joke: Schitt's Creek.')"
('s5436','TV Show','Schulz Saves America','Alexx Media','Andrew Schulz','United States',44182,2020,'TV-MA','1 Season',"'Stand-Up Comedy & Talk Shows, TV Comedies'",'Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.')
('s5437','TV Show','Scissor Seven','He Xiaofeng',"'He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa'",'China',43958,2020,'TV-14','2 Seasons',"'International TV Shows, TV Action & Adventure, TV Comedies'","'Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.')"
('s5476','Movie','Secrets of the Saqqara Tomb','James Tovell',,'United States',44132,2020,'TV-PG','114 min','Documentaries',"'After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find.')"
('s5487','TV Show','Selena: The Series',,"'Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez, Seidy Lopez, Hunter Reese Peña, Julio Macias, Carlos Alfredo Jr., Jesse Posey, Madison Taylor Baez, Juan Martinez, Daniela Estrada, Paul Rodriguez Jr.'","'Mexico, United States'",44169,2020,'TV-PG','1 Season','TV Dramas','Iconic Mexican-American performer Selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.')
('s5488','TV Show','Self Made: Inspired by the Life of Madam C.J. Walker',,"'Octavia Spencer, Tiffany Haddish, Carmen Ejogo, Blair Underwood, Garrett Morris, Kevin Carroll'",'United States',43910,2020,'TV-MA','1 Season','TV Dramas','An African American washerwoman rises from poverty to build a beauty empire and become the first female self-made millionaire. Based on a true story.')
('s5490','TV Show','Selling Sunset',,,,44050,2020,'TV-MA','3 Seasons','Reality TV','The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.')
('s5499','Movie','Sergio','Greg Barker',"'Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford'",'United States',43938,2020,'R','119 min',"'Dramas, Independent Movies'","'Passions, ideals and bitter realities collide as charismatic UN diplomat Sergio Vieira de Mello becomes trapped in a life-threatening situation in Iraq.')"
('s5501','Movie','Serious Men','Sudhir Mishra',"'Nawazuddin Siddiqui, Nasser, Aakshath Das, Indira Tiwari, Sanjay Narvekar, Shweta Basu Prasad'",'India',44106,2020,'TV-MA','115 min',"'Comedies, Dramas, International Movies'","'When a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son.')"
('s5502','Movie','Seriously Single',"'Katleho Ramaphakela, Rethabile Ramaphakela'","'Fulu Mugovhani, Tumi Morake, Bohang Moeko, Yonda Thomas'",'South Africa',44043,2020,'TV-MA','108 min',"'Comedies, International Movies, Romantic Movies'","'While her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.')"
('s5509','Movie','SETHUM AAYIRAM PON','Anand Ravichandran',"'Nivedhithaa Sathish, Srilekha Rajendran, Avinash Raghudevan, Gabrella Sellus, Rathaa Krishnan P., Rajendran'",'India',43922,2020,'TV-MA','103 min',"'Dramas, Independent Movies, International Movies'","'Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hang heavy between them.')"
('s5525','TV Show','Sex Education',,"'Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie'",'United Kingdom',43847,2020,'TV-MA','2 Seasons',"'British TV Shows, International TV Shows, TV Comedies'","'Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.')"
('s5526','TV Show',"'Sex, Explained'",,'Janelle Monáe','United States',43832,2020,'TV-MA','1 Season',"'Docuseries, Science & Nature TV'","'From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.')"
('s5547','TV Show','Shaun the Sheep: Adventures from Mossy Bottom',,"'John Sparkes, Justin Fletcher, Marcus Brigstocke, Simon Greenall, Kate Harbour, Emma Tate, Andy Nyman, Richard Webber'",'United Kingdom',43907,2020,'TV-Y7','1 Season',"'British TV Shows, Kids' TV, TV Comedies'","'Clever sheep Shaun, loyal dog Bitzer and the rest of the Mossy Bottom gang cook up oodles of fun and mischief on the farm.')"
('s5548','Movie','Shaun the Sheep: The Farmer’s Llamas','Jay Grace',"'Justin Fletcher, John Sparkes, Sean Connolly, Chris Grimes'",'United Kingdom',44187,2020,'TV-Y','28 min',"'Children & Family Movies, Comedies'","'A trio of mischievous llamas from the county fair start making a mess of the farm, so Shaun and the flock must find a way to boot out the troublemakers.')"
('s5550','Movie','Shawn Mendes: In Wonder','Grant Singer','Shawn Mendes','United States',44158,2020,'TV-MA','83 min',"'Documentaries, Music & Musicals'","'Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future.')"
('s5551','Movie','Shawn Mendes: Live in Concert','Paul Dugdale','Shawn Mendes',"'United Kingdom, United States'",44160,2020,'TV-PG','87 min','Music & Musicals',"'In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.')"
('s5552','TV Show','She',,"'Aaditi Pohankar, Vijay Varma, Vishwas Kini, Kishore Kumar G., Shivani Rangole, Suhita Thatte, Sandeep Dhabale, Saqib Ayub'",'India',43910,2020,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, TV Dramas'",'An undercover assignment to expose a drug ring becomes a timid Mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.')
('s5555','TV Show','She-Ra and the Princesses of Power',,###############################################################################################################################################################################################################################################################,'United States',43966,2020,'TV-Y7','5 Seasons',"'Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy'","'Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde.')"
('s5566','Movie','Shimla Mirchi','Ramesh Sippy',"'Rajkummar Rao, Tarun Wadhwa, Rakul Preet Singh, Kiran Juneja, Hema Malini, Kamlesh Gill, Shakti Kapoor, Kanwaljeet Singh'",'India',43857,2020,'TV-14','121 min',"'Comedies, International Movies, Romantic Movies'","'A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.')"
('s5569','Movie','Shine Your Eyes','Matias Mariani',"'O.C. Ukeje, Indira Nascimento, Paulo André, Ike Barry, Chukwudi Iwuji'","'Brazil, France'",44041,2020,'TV-MA','103 min',"'Dramas, Independent Movies, International Movies'","'A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.')"
('s5595','Movie','Si Doel the Movie 3','Rano Karno',"'Rano Karno, Cornelia Agatha, Maudy Koesnaedi, Suty Karno, Mandra Naih, Aminah Tjendrakasih, Rey Bong, Akhmad Zulhoir Mardia'",'Indonesia',43974,2020,'TV-G','93 min',"'Dramas, International Movies, Music & Musicals'","'Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.')"
('s5604','TV Show','Signs',,"'Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak'",'Poland',44090,2020,'TV-MA','2 Seasons',"'Crime TV Shows, International TV Shows, TV Dramas'","'When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.')"
('s5622','TV Show','Sing On!',,'Tituss Burgess','United States',44090,2020,'TV-PG','1 Season','Reality TV',"'In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000.')"
('s5623','TV Show','Sing On! Germany',,'Palina Rojinski','Germany',44050,2020,'TV-PG','1 Season',"'International TV Shows, Reality TV'","'In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros.')"
('s5624','TV Show','Sing On! Spain',,'Ricky Merino','Spain',44036,2020,'TV-G','1 Season',"'International TV Shows, Reality TV, Spanish-Language TV Shows'","'In this fast-paced, high-energy karaoke competition, singers from all walks of life battle it out for up to 30,000 euros!')"
('s5644','Movie','Sitara: Let Girls Dream','Sharmeen Obaid-Chinoy',,"'Pakistan, United States'",43898,2020,'TV-PG','16 min',"'Children & Family Movies, Dramas'","'In this silent short set in 1970s Pakistan, 14-year-old Pari longs to be a pilot, unaware that her father plans to marry her off to a much older man.')"
('s5645','TV Show','Six Windows in the Desert',"'Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer'","'Moayad Alnefaie, Mohammed Alhamdan, Citi Bet Baydi, Sadeem Alshehri, Mohammed Albakri, Moayed Althagafi, Hussain Alyahya, Abeer Alotaibi, Zara Albalushi, Ali Alshehabi'",'Saudi Arabia',43888,2020,'TV-14','1 Season','TV Shows',"'From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.')"
('s5647','TV Show','Skin Decision: Before and After',,,'United States',44027,2020,'TV-MA','1 Season','Reality TV','Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.')
('s5655','Movie','Sky Tour: The Movie','Nguyen Thanh Tung','Son Tung M-TP','Vietnam',44076,2020,'TV-G','93 min',"'Documentaries, International Movies, Music & Musicals'","'From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts.')"
('s5666','TV Show','Sleepless Society: Two Pillows & A Lost Soul','Sivaroj Kongsakul',###############################################################################################################################################################################################################################################################,'Thailand',43966,2020,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, TV Dramas'",'A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.')
('s5681','TV Show','Sneakerheads',,"'Allen Maldonado, Andrew Bachelor, Jearnest Corchado, Matthew Josten, Yaani King Mondschein, Justin Lee, Aja Evans'",'United States',44099,2020,'TV-MA','1 Season','TV Comedies','Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.')
('s5686','Movie','So Much Love to Give','Marcos Carnevale',"'Adrián Suar, Soledad Villamil, Gabriela Toscano, Alan Sabbagh, Darío Barassi, Magela Zanotta, Betiana Blum'",'Argentina',44083,2020,'TV-14','108 min',"'Comedies, International Movies, Music & Musicals'",'Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.')
('s5689','TV Show','Social Distance',,###############################################################################################################################################################################################################################################################,'United States',44119,2020,'TV-MA','1 Season',"'TV Comedies, TV Dramas'","'Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.')"
('s5695','Movie','Sol Levante','Akira Saitoh',,'Japan',43923,2020,'TV-14','5 min',"'Action & Adventure, Anime Features, International Movies'",'A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits.')
('s5704','TV Show','Somebody Feed Phil',,'Philip Rosenthal','United States',44134,2020,'TV-14','4 Seasons',"'Docuseries, Reality TV'","'""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.')"
('s5706','TV Show','Someone Has to Die','Manolo Caro',"'Carmen Maura, Cecilia Suárez, Ester Expósito, Ernesto Alterio, Alejandro Speitzer, Isaac Hernández, Carlos Cuevas, Mariola Fuentes, Pilar Castro, Juan Carlos Vellido, Eduardo Casanova, Manuel Morón, Javier Pereira'","'Mexico, Spain'",44120,2020,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, Spanish-Language TV Shows'","'In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.')"
('s5718','TV Show','Song Exploder',,'Hrishikesh Hirway','United States',44180,2020,'TV-MA','2 Seasons','Docuseries','Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.')
('s5732','TV Show','Southern Survival',,,'United States',44015,2020,'TV-PG','1 Season','Reality TV',"'The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.')"
('s5734','TV Show','Space Force',,"'Steve Carell, John Malkovich, Ben Schwartz, Diana Silvers, Tawny Newsome, Jimmy O. Yang, Don Lake, Lisa Kudrow, Fred Willard, Spencer House, Owen Daniels, Hector Duran, Chris Gethard, Aparna Nancherla'",'United States',43980,2020,'TV-MA','1 Season','TV Comedies','A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.')
('s5747','TV Show','Spectros',,###############################################################################################################################################################################################################################################################,'Brazil',43881,2020,'TV-MA','1 Season',"'International TV Shows, TV Horror, TV Mysteries'",'A group of teens get caught up in a supernatural clash as vengeful spirits from centuries past rise up in the Liberdade district of São Paulo.')
('s5750','Movie','Spelling the Dream','Sam Rega',,'United States',43985,2020,'TV-G','83 min',"'Children & Family Movies, Documentaries'","'Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S.')"
('s5751','Movie','Spenser Confidential','Peter Berg',"'Mark Wahlberg, Winston Duke, Alan Arkin, Bokeem Woodbine, Iliza Shlesinger, Hope Olaide Wilson, Marc Maron'",'United States',43896,2020,'R','111 min',"'Action & Adventure, Comedies'","'Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers.')"
('s5756','TV Show','Spinning Out',,"'Kaya Scodelario, January Jones, Will Kemp, Willow Shields, Evan Roderick, David James Elliott, Sarah Wright Olsen, Svetlana Efremova, Amanda Zhou, Mitchell Edwards, Kaitlyn Leeb, Johnny Weir'",'United States',43831,2020,'TV-MA','1 Season','TV Dramas',"'A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.')"
('s5758','Movie','Spirit Riding Free: Ride Along Adventure',"'Beth Sleven, Allan Jacobsen, Kevin Wotton'","'Amber Frank, Bailey Gambertoglio, Sydney Park, Katey Sagal, Rachel Kimsey, Darcy Rose Byrnes, Duncan Joiner, Bella Aboulhosn, Kai Scott'",'United States',44173,2020,'TV-Y7','79 min','Children & Family Movies','Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.')
('s5759','TV Show','Spirit Riding Free: Riding Academy',,"'Amber Frank, Bailey Gambertoglio, Sydney Park, Darcy Rose Byrnes, Rhys Darby'",'United States',44078,2020,'TV-Y7','2 Seasons','Kids' TV','A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.')
('s5793','TV Show','StarBeam',,"'Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Diana Kaarina'",'United States',44082,2020,'TV-Y','2 Seasons','Kids' TV',"'When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!')"
('s5794','Movie','StarBeam: Halloween Hero','Jon Izen',"'Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Laara Sadiq'",'Canada',44110,2020,'TV-Y','33 min','Children & Family Movies',"'Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!')"
('s5800','TV Show','Start-Up',,"'Bae Suzy, Nam Joo-hyuk, Kim Seon-ho, Kang Han-na, Kim Do-wan, Yu Su-bin, Stephanie Lee, Kim Hae-sook, Seo Yi-sook, Song Sun-mi'",'South Korea',44122,2020,'TV-14','1 Season',"'International TV Shows, Romantic TV Shows, TV Comedies'",'Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Korea's high-tech industry.')
('s5802','TV Show','Stateless',,"'Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West'",'Australia',44020,2020,'TV-MA','1 Season',"'International TV Shows, TV Dramas'","'Four strangers — a woman on the run, a brave refugee, a driven bureaucrat and a struggling dad — intersect at an Australian immigration detention center.')"
('s5823','TV Show','Stolen Away',,"'Daniel Grao, Carolina Lapausa, Melani Olivares, Adriana Paz, Fernando Solórzano, Juan Carlos Messier, Jon Arias, Verónica Velásquez, David Trejos, Ana Maria Orozco'",'Spain',44127,2020,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, Spanish-Language TV Shows'","'Searching for his kidnapped daughter, Antonio sets off a series of events affecting scores of people when he maneuvers to be sent to prison in Colombia.')"
('s5831','Movie','Straight Up','James Sweeney',"'James Sweeney, Katie Findlay, Randall Park, Hillary Anne Matthews, James Scully, Betsy Brandt'",'United States',44008,2020,'TV-MA','96 min',"'Comedies, Independent Movies, LGBTQ Movies'","'When a gay brainiac with OCD questions his identity, he enters a romantic relationship with a woman, leaving sex and physical intimacy out of it.')"
('s5835','TV Show','Stranger',,"'Seung-woo Cho, Doona Bae, Joon-hyuk Lee, Kyeong-yeong Lee, Jae-myung Yoo, Hye-sun Shin'",'South Korea',44059,2020,'TV-MA','2 Seasons',"'Crime TV Shows, International TV Shows, Korean TV Shows'","'With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption.')"
('s5844','TV Show','Street Food: Latin America',,,,44033,2020,'TV-PG','1 Season',"'Docuseries, Spanish-Language TV Shows'","'In this vibrant docuseries, Latin American chefs tell their stories and bring a taste of tradition and innovation to their delicious offerings.')"
('s5868','TV Show','Suburra: Blood on Rome',,###############################################################################################################################################################################################################################################################,'Italy',44134,2020,'TV-MA','3 Seasons',"'Crime TV Shows, International TV Shows, TV Dramas'","'In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.')"
('s5873','Movie','Sugar High','Ariel Boles','Hunter March','United States',44043,2020,'TV-G','44 min','Children & Family Movies',"'Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special.')"
('s5874','TV Show','Sugar Rush',,"'Candace Nelson, Adriano Zumbo, Hunter March'",'United States',44043,2020,'TV-PG','3 Seasons','Reality TV','Time's the most important ingredient as teams race against the clock – and each other – to bake up the best-tasting sweets.')
('s5875','TV Show','Sugar Rush Christmas',,"'Hunter March, Candace Nelson, Adriano Zumbo'",'United States',44162,2020,'TV-14','2 Seasons','Reality TV',"'It's everything you love about ""Sugar Rush"" – with a holly jolly holiday twist – in this Christmas-themed spin on competitive baking.')"
('s5881','TV Show','Summertime',,"'Coco Rebecca Edogamhe, Ludovico Tersigni, Amanda Campana, Andrea Lattanzi, Giovanni Maini, Alicia Ann Edogamhe, Thony'",'Italy',43950,2020,'TV-MA','1 Season',"'International TV Shows, Romantic TV Shows, TV Dramas'",'Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.')
('s5884','TV Show','Sunderland 'Til I Die',,,'United Kingdom',43922,2020,'TV-MA','2 Seasons',"'British TV Shows, Docuseries, International TV Shows'",'This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.')
('s5901','Movie','Super Monsters: Dia de los Monsters',,,'Canada',44113,2020,'TV-Y','25 min','Children & Family Movies',"'The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!')"
('s5902','Movie','Super Monsters: Santa’s Super Monster Helpers','Steve Ball',"'Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie'",,44173,2020,'TV-Y','24 min','Children & Family Movies',"'When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand — and some monster magic — to get every gift out on time!')"
('s5903','Movie','Super Monsters: The New Class','Steve Ball',"'Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Elicia MacKenzie, Ian James Corlett, Britt McKillip'",'Canada',44044,2020,'TV-Y','25 min','Children & Family Movies',"'A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!')"
('s5906','TV Show','Super Wings',,"'Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley'","'United States, South Korea, China'",44166,2020,'TV-Y','3 Seasons',"'Kids' TV, Korean TV Shows'",'A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.')
('s5925','TV Show','Surviving R. Kelly Part II: The Reckoning',,'R. Kelly','United States',43934,2020,'TV-MA','1 Season',"'Crime TV Shows, Docuseries'","'As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries.')"
('s5939','TV Show','Sweet Magnolias',,"'JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone'",'United States',43970,2020,'TV-14','1 Season',"'Romantic TV Shows, TV Dramas'","'Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.')"
('s5953','Movie','System Crasher','Nora Fingscheidt',"'Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan'",'Germany',43882,2020,'TV-MA','120 min',"'Dramas, Independent Movies, International Movies'","'Traumatized, violent and yearning for love, 9-year-old Benni bonds with a gruff mentor as child-services workers struggle to find her a home.')"
