'show_id','type','title','director','cast','country','date_added','release_year','rating','duration','listed_in','description'
('s374','Movie','Albert Pinto Ko Gussa Kyun Aata Hai?','Soumitra Ranade',"'Nandita Das, Manav Kaul, Saurabh Shukla, Kishore Kadam, Omkar Das Manikpuri, Amarjeet Amle, Yusuf Hussain, Sushma Bakshi'",'India',43830,2019,'TV-MA','85 min',"'Dramas, Independent Movies, International Movies'","'As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society.')"
('s378','Movie','Alelí','Leticia Jorge Romero',"'Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo, Laila Reyes Silberberg, Pablo Tate, Gerónimo Pizzanelli, Georgina Yankelevich, Julio Icasuriaga, Carla Moscatelli'","'Uruguay, Argentina'",43937,2019,'TV-MA','88 min',"'Comedies, Dramas, International Movies'","'Mourning their father's death, a dysfunctional trio of siblings must face selling their beloved childhood beach house — and dealing with each other.')"
('s384','Movie','Alexis Viera: A Story of Surviving','Luis Ara','Alexis Viera','Uruguay',43544,2019,'TV-MA','69 min',"'Documentaries, International Movies, Sports Movies'","'After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose.')"
('s385','Movie','Ali & Alia','Hussein El Ansary',"'Khalifa Albhri, Neven Madi, Talal Mahmood, Sawsan Saad, Fatma Hassan'",'United Arab Emirates',43963,2019,'TV-14','106 min',"'Dramas, International Movies, Romantic Movies'",'Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.')
('s395','Movie','Alice Junior','Gil Baroni',"'Anne Celestino Mota, Emmanuel Rosset, Matheus Moura, Surya Amitrano, Thaís Schier, Cida Rolim, Katia Horn, Igor Augustho, Marcel Szymanski'",'Brazil',44127,2019,'TV-MA','87 min',"'Comedies, International Movies, LGBTQ Movies'","'In a small town, a trans teen with a vibrant personality shakes up her high school's conservative ways while trying to secure her first kiss.')"
('s398','Movie','Alien Warfare','Jeremiah Jones',"'Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King'",'United States',43560,2019,'TV-MA','88 min',"'Action & Adventure, Sci-Fi & Fantasy'",'The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.')
('s406','TV Show','All American',,"'Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane'",'United States',43907,2019,'TV-14','2 Seasons',"'TV Dramas, Teen TV Shows'",'Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.')
('s411','Movie','All Good Ones Get Away','Víctor García',"'Claire Forlani, Jake Abel, Titus Welliver, Melina Matthews'","'Spain, Italy'",43676,2019,'TV-MA','83 min',"'International Movies, Thrillers'","'When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.')"
('s415','Movie','All In My Family','Hao Wu',,'United States',43588,2019,'TV-14','40 min',"'Documentaries, LGBTQ Movies'","'After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.')"
('s425','Movie','Alles ist gut','Eva Trobisch',"'Aenne Schwarz, Andreas Döhler, Hans Löw, Tilo Nest, Lina Wendel, Lisa Hagmeister'",'Germany',43622,2019,'TV-MA','90 min',"'Dramas, International Movies'","'A woman sexually assaulted by her new boss's brother-in-law tries to move on as if nothing happened, but the night weighs heavily on her mind and body.')"
('s429','TV Show','Alone',,,,43984,2019,'TV-14','1 Season','Reality TV',"'Equipped with limited resources, an isolated group of individuals is subjected to the harsh conditions of the wilderness and must survive — or tap out.')"
('s431','Movie','Alone/Together','Antoinette Jadaone',"'Liza Soberano, Enrique Gil, Adrian Alandy, Jasmine Curtis-Smith, Sylvia Sanchez, Nonie Buencamino, Xia Vigor, Richard Manabat'",'Philippines',44140,2019,'TV-14','103 min',"'Dramas, International Movies, Romantic Movies'","'Eight years after their breakup, college sweethearts Christine and Raf reconnect at different points in their lives as feelings from the past resurface.')"
('s440','Movie','Always a Bridesmaid','Trey Haley',"'Javicia Leslie, Jordan Calloway, Richard Lawson, Yvette Nicole Brown, Michelle Mitchenor, Amber Chardae Robinson, Jasmin Brown'",'United States',43893,2019,'TV-14','98 min',"'Comedies, Romantic Movies'","'Never married but always at weddings, a copy editor finally dives into the dating pool but wonders if her love story involves staying single forever.')"
('s441','TV Show','Always a Witch',,"'Angely Gaviria, Sebastián Eslava, Luis Fernando Hoyos, Verónica Orozco, Lenard Vanderaa, Sofía Araujo, Dylan Fuentes, Valeria Emiliani, Dubán Prado, Carlos Quintero'",'Colombia',43889,2019,'TV-14','2 Seasons',"'International TV Shows, Spanish-Language TV Shows, TV Comedies'","'A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.')"
('s463','Movie','American Factory',"'Steven Bognar, Julia Reichert'",,'United States',43698,2019,'TV-14','110 min','Documentaries',"'In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream.')"
('s464','Movie','American Factory: A Conversation with the Obamas',,"'President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar'",'United States',43713,2019,'TV-G','10 min','Documentaries','Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.')
('s465','Movie','American Hangman','Wilson Coneybeare',"'Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther'",'Canada',43676,2019,'TV-MA','99 min','Thrillers',"'A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death.')"
('s469','TV Show','American Horror Story',,###############################################################################################################################################################################################################################################################,'United States',44148,2019,'TV-MA','9 Seasons',"'TV Horror, TV Mysteries, TV Thrillers'","'This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil.')"
('s475','Movie','American Son','Kenny Leon',"'Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee'",'United States',43770,2019,'TV-MA','90 min','Dramas','Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.')
('s477','Movie','American Warfighter','Jerry G. Angelo',"'Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj'",'United States',43721,2019,'TV-MA','106 min','Dramas',"'A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything.')"
('s478','Movie','Amit Tandon: Family Tandoncies',,'Amit Tandon','India',43889,2019,'TV-14','72 min','Stand-Up Comedy',"'From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy.')"
('s483','Movie','Amy Schumer Growing','Amy Schumer','Amy Schumer','United States',43543,2019,'TV-MA','61 min','Stand-Up Comedy',"'Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere.')"
('s490','Movie','An Easy Girl','Rebecca Zlotowski',"'Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau, Loubna Abidar, ""Riley"" Lakdhar Dridi, Henri-Noël Tabary'",'France',44056,2019,'TV-MA','93 min',"'Comedies, Dramas, International Movies'",'A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.')
('s519','Movie','Angel Has Fallen','Ric Roman Waugh',"'Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo'",'United States',43925,2019,'R','121 min','Action & Adventure','Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.')
('s528','Movie','ANIMA','Paul Thomas Anderson','Thom Yorke','United Kingdom',43643,2019,'TV-PG','15 min',"'Dramas, Independent Movies, Music & Musicals'","'In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.')"
('s540','TV Show','Anne with an E',,"'Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz'",'Canada',43833,2019,'TV-PG','3 Seasons',"'International TV Shows, TV Dramas, Teen TV Shows'","'A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""')"
('s544','TV Show','Another Life',,"'Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair'",'United States',43671,2019,'TV-MA','1 Season',"'TV Action & Adventure, TV Dramas, TV Mysteries'","'After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.')"
('s546','TV Show','Answer for Heaven',,"'Sunny Suwanmethanont, Kan Kantathavorn, Pattarasaya Kreuasuwansri, Chayanan Manomaisantiphap, Suwaphat Techaviriyawong, Prachakorn Piyasakulkaew, Nattarika Thampridanant, Michael Shaowanasai, Pattanachai Adirek'",,43643,2019,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, TV Comedies'",'An angel falls to earth to investigate why humans are doing fewer good deeds – and falls in with a hard-charging crime reporter and his news team.')
('s551','Movie','Anthony Jeselnik: Fire in the Maternity Ward','Marcus Raboy','Anthony Jeselnik','United States',43585,2019,'TV-MA','64 min','Stand-Up Comedy',"'Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.')"
('s555','Movie','Antoine Griezmann: The Making of a Legend',,,,43545,2019,'TV-PG','60 min',"'Documentaries, International Movies, Sports Movies'","'With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion.')"
('s559','TV Show','Apache: The Life of Carlos Tevez',,"'Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo'",'Argentina',43693,2019,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, Spanish-Language TV Shows'",'This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.')
('s570','TV Show','ARASHI's Diary -Voyage-',,'Arashi','Japan',43830,2019,'TV-PG','1 Season',"'Docuseries, International TV Shows'","'Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.')"
('s572','Movie','Arctic Dogs','Aaron Woodley',"'Jeremy Renner, Heidi Klum, James Franco, John Cleese, Omar Sy, Michael Madsen, Laurie Holden, Anjelica Huston, Alec Baldwin, Donny Falsetti'","'India, United Kingdom, China, Canada, Japan, South Korea, United States'",43955,2019,'PG','93 min',"'Children & Family Movies, Comedies'","'When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.')"
('s584','TV Show','Arrested Development',,"'Jason Bateman, Portia de Rossi, Will Arnett, Michael Cera, Alia Shawkat, Tony Hale, David Cross, Jeffrey Tambor, Jessica Walter, Ron Howard'",'United States',43249,2019,'TV-MA','5 Seasons','TV Comedies',"'It's the Emmy-winning story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.')"
('s585','TV Show','Arrow','James Bamford',###############################################################################################################################################################################################################################################################,'United States',43866,2019,'TV-14','8 Seasons',"'Crime TV Shows, TV Action & Adventure'","'Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.')"
('s586','Movie','Arsenio Hall: Smart & Classy','Brian Volk-Weiss','Arsenio Hall','United States',43767,2019,'TV-MA','63 min','Stand-Up Comedy',"'In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.')"
('s587','TV Show','Arthdal Chronicles',,"'Song Joong-ki, Jang Dong-gun, Kim Ji-won, Kim Ok-vin, Kim Eui-sung, Cho Seong-ha, Lee Do-gyeong, Park Hae-joon, Park Byung-eun'",'South Korea',43618,2019,'TV-MA','1 Season',"'International TV Shows, Korean TV Shows, TV Action & Adventure'","'In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.')"
('s590','Movie','Article 15','Anubhav Sinha',"'Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade'",'India',43714,2019,'TV-MA','125 min',"'Dramas, International Movies, Thrillers'",'The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.')
('s599','TV Show','Ask the StoryBots',,"'Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis'",'United States',43679,2019,'TV-Y','3 Seasons','Kids' TV',"'Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.')"
('s603','Movie','Assimilate','John Murlowski',"'Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington'",'United States',43763,2019,'TV-MA','94 min',"'Horror Movies, Sci-Fi & Fantasy, Thrillers'",'A group of friends making a web series about their hometown realize it isn’t as boring as they thought when their neighbors start behaving strangely.')
('s604','TV Show','Astronomy Club: The Sketch Show',,"'Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III'",'United States',43805,2019,'TV-MA','1 Season','TV Comedies',"'With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.')"
('s613','Movie','Atlantics','Mati Diop',"'Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene'","'France, Senegal, Belgium'",43798,2019,'TV-14','106 min',"'Dramas, Independent Movies, International Movies'","'Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them.')"
('s620','TV Show','Atypical',,"'Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport, Brigette Lundy-Paine, Amy Okuda, Jenna Boyd, Graham Rogers, Nik Dodani'",'United States',43770,2019,'TV-14','3 Seasons',"'TV Comedies, TV Dramas, Teen TV Shows'","'When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.')"
('s635','Movie','Avengement','Jesse V. Johnson',"'Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran, Kierston Wareing, Mark Strange, Leo Gregory, Luke LaFontaine, Beau Fowler, Dan Styles'",'United Kingdom',43725,2019,'TV-MA','88 min','Action & Adventure',"'Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.')"
('s639','Movie','Awake',"'Aleksandr Chernyaev, Fedor Lyass'","'Jonathan Rhys Meyers, Francesca Eastwood, Malik Yoba, William Forsythe, James Austin Kerr, Jeremy Parr'",'United States',43793,2019,'TV-MA','92 min','Thrillers',"'After an accident leaves him with no recollection of who he is, a man becomes a prime suspect in the search for a serial killer targeting young women.')"
('s640','TV Show','Awake: The Million Dollar Game',,'James Davis','United States',43630,2019,'TV-PG','1 Season','Reality TV',"'Sleepless for 24 hours, contestants in the comedy game show stumble through challenges both eccentric and everyday for a chance at a $1 million prize.')"
('s651','Movie','Aziz Ansari: RIGHT NOW','Spike Jonze','Aziz Ansari','United States',43655,2019,'TV-MA','65 min','Stand-Up Comedy',"'In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.')"
('s671','Movie','Baby Dolls','Vijay Kumar Arora',"'Nirmal Rishi, Sonam Bajwa, Sukhwinder Chahal, Tania, Gurnam Bhullar'",'India',43800,2019,'TV-PG','127 min',"'Comedies, International Movies, Romantic Movies'","'When two sisters travel from Canada to Punjab to visit their maternal family, they discover an opportunity to mend a broken bond with their grandmother.')"
('s676','Movie','Back of the Net','Louise Alston',"'Sofia Wylie, Tiarnie Coupland, Trae Robin, Gemma Chua-Tran, Ashleigh Ross, Yasmin Honeychurch, Raj Labade, Christopher Kirby, Melissa Bonne, Kate Box'",'Australia',43820,2019,'TV-Y','86 min',"'Children & Family Movies, Sports Movies'",'An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.')
('s679','Movie','Back to School',"'Rémy Four, Julien War'","'Ludovik, Jérôme Niel, Nicolas Berno, Johann Dionnet, Caroline Anglade, Joséphine Draï, Pauline Deshons, Marc Riso, Romain Lancry, Nicolas Lumbreras, Claire Tran, Pitcho Womba Konga'",,43707,2019,'TV-MA','84 min',"'Comedies, International Movies'","'Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.')"
('s683','Movie','Backdraft 2','Gonzalo López-Gallego',"'Joe Anderson, William Baldwin, Donald Sutherland, Alisha Bailey, Alastair Mackenzie, Dominic Mafham, Jessamine-Bliss Bell, Martin Hutson, Aaron McCusker, Cyril Nri'",'United States',43599,2019,'R','102 min',"'Action & Adventure, Dramas'","'In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption.')"
('s684','Movie','Backfire','Dave Patten',"'Black Deniro, Byron ""Squally"" Vinson, Dominic Costa, Nick Ferraro, Peter Ferriero, Jowharah Jones'",'United States',43560,2019,'TV-MA','97 min',"'Dramas, Independent Movies, Thrillers'","'When two would-be robbers accidentally kill a made man, they find themselves on the run from the South Philly Italian mob.')"
('s686','TV Show','Bad Blood',,"'Anthony LaPaglia, Kim Coates, Enrico Colantoni, Paul Sorvino, Maxim Roy, Brett Donahue, Michelle Mylett, Claudia Ferri, Tony Nappo'",'Canada',43616,2019,'TV-MA','2 Seasons',"'Crime TV Shows, TV Dramas'","'This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.')"
('s701','Movie','Badla','Sujoy Ghosh',"'Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul'",'India',43684,2019,'TV-14','117 min',"'International Movies, Thrillers'","'When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.')"
('s702','Movie','Badland','Justin Lee',"'Kevin Makely, Bruce Dern, Mira Sorvino, Trace Adkins, Wes Studi, Tony Todd, Jeff Fahey, James Russo, Amanda Wyss'",'United States',43916,2019,'TV-14','117 min','Dramas','A detective with a license to kill roams the Old West to wrangle Confederate war criminals and meets a pioneer woman who throws his journey off track.')
('s703','TV Show','Baewatch: Parental Guidance',,,,44065,2019,'TV-MA','1 Season',"'British TV Shows, Reality TV, Romantic TV Shows'","'Couples go on a romantic getaway to test their relationships, not knowing their families are calling the shots and cringing over their every move.')"
('s707','TV Show','Bal Ganesh','Vijay S. Bhanushali',"'Meghna Erande Joshi, Parminder Ghumman'",,43921,2019,'TV-Y7','1 Season','Kids' TV',"'Watch Ganesh destroy demons, disarm invaders and defeat dacoits in this series based on the mythological Hindu elephant god’s childhood.')"
('s722','TV Show','Bangkok Buddies',,"'Vayu Kessuvit, Ekapol Deebunmee, Nuttapong Boonyuen, Thanadol Auepongs, Martin Sidel, Nichaphat Chatchaipholrat, Narupornkamol Chaisang, Jidapa Siribunchawan, Hortnarong Teng, Everest Moe, Le Trung Hieu'",'Thailand',43789,2019,'TV-MA','1 Season',"'International TV Shows, TV Comedies, TV Dramas'","'Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires.')"
('s726','TV Show','Bangkok Love Stories: Objects of Affection',,"'Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup'",'Thailand',43648,2019,'TV-14','1 Season',"'International TV Shows, Romantic TV Shows, TV Dramas'",'A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.')
('s727','TV Show','Bangkok Love Stories: Plead',,"'Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang'",'Thailand',43648,2019,'TV-14','1 Season',"'International TV Shows, Romantic TV Shows, TV Dramas'","'In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster.')"
('s751','TV Show','Bard of Blood',,"'Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain'",'India',43735,2019,'TV-MA','1 Season',"'International TV Shows, TV Action & Adventure, TV Dramas'","'Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.')"
('s760','TV Show','Basketball or Nothing',,,'United States',43679,2019,'TV-PG','1 Season',"'Docuseries, Reality TV'",'Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.')
('s772','Movie','Baxu and the Giants','Florian Schott',"'Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb'",'Namibia',44104,2019,'TV-PG','29 min',"'Dramas, International Movies'",'A young girl grows increasingly concerned about the rhino poaching in her village when it begins to directly impact her impoverished family.')
('s773','Movie','Bayonet','Kyzza Terrazas',"'Luis Gerardo Méndez, Brontis Jodorowsky, Joonas Saartamo, Laura Birn, Ilkka Koivula, Ville Virtanen, Raúl Villegas, Miriam Balderas, Ximena Guzmán'","'Mexico, Finland'",43553,2019,'TV-MA','102 min',"'Dramas, International Movies, Sports Movies'","'Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring.')"
('s785','TV Show','BEASTARS',,###############################################################################################################################################################################################################################################################,'Japan',43903,2019,'TV-MA','1 Season',"'Anime Series, International TV Shows'","'In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.')"
('s790','Movie','Beats','Chris Robinson',"'Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa'",'United States',43635,2019,'TV-MA','110 min',"'Dramas, Independent Movies, Music & Musicals'","'On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.')"
('s832','Movie','Benchwarmers 2: Breaking Balls','Jon Rosenbaum',"'Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman'",'United States',43830,2019,'PG-13','90 min',"'Comedies, Sports Movies'",'A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.')
('s834','Movie','Beneath the Leaves','Adam Marino',"'Mira Sorvino, Kristoffer Polaha, Doug Jones, Paul Sorvino, Aaron Farb, Ser'Darius Blain, Christopher Backus, Christopher Masterson, Tommy Kijas, Kee Seymore, Marla Adams'",'United States',43624,2019,'TV-MA','90 min',"'Independent Movies, Thrillers'","'An escaped psychopathic child killer faces off against one of his former victims, who has since become a hard-nosed detective.')"
('s838','Movie','Bennett's War','Alex Ranarivelo',"'Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King'",'United States',43953,2019,'PG-13','94 min',"'Dramas, Sports Movies'",'A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.')
('s843','Movie',"'Berlin, I Love You'",,,'Germany',43624,2019,'R','120 min',"'Dramas, International Movies, Romantic Movies'","'Set in the Grey City, this ""Cities of Love"" installment is a star-studded, 10-story collection of redemptive love, crushing loss and everyday romances.')"
('s858','Movie','Bethany Hamilton: Unstoppable','Aaron Lieber','Bethany Hamilton','United States',43915,2019,'PG','100 min',"'Children & Family Movies, Documentaries, Sports Movies'",'This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.')
('s860','TV Show','Better Than Us',,"'Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov'",'Russia',43693,2019,'TV-MA','1 Season',"'Crime TV Shows, International TV Shows, TV Dramas'","'A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.')"
('s864','Movie','Between Maybes','Jason Paul Laxamana',"'Gerald Anderson, Julia Barretto, Yayo Aguila, Christian Vazquez'",'Philippines',44168,2019,'TV-14','108 min',"'Dramas, International Movies, Romantic Movies'","'A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.')"
('s865','Movie','Between Two Ferns: The Movie','Scott Aukerman',"'Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell'",'United States',43728,2019,'TV-MA','83 min','Comedies',"'Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.')"
('s871','TV Show','Beyblade Burst Rise',,"'Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson'",'Japan',44150,2019,'TV-Y7','1 Season',"'Anime Series, Kids' TV'","'After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace.')"
('s884','Movie','Bhai: Vyakti Ki Valli - Poorvardha','Mahesh Manjrekar',"'Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise'",'India',44084,2019,'TV-14','116 min',"'Dramas, International Movies'",'This first of a two-part biopic depicts the early years that lay the foundation for beloved Marathi writer and comedian P.L. Deshpande’s iconic career.')
('s885','Movie','Bhai: Vyakti Ki Valli - Uttarardh','Mahesh Manjrekar',"'Sagar Deshmukh, Iravati Harshe, Vijay Kenkre, Shubhangi Damle, Ashwini Giri, Nina Kulkarni, Dalip Tahil, Girish Kulkarni'",'India',44084,2019,'TV-PG','112 min',"'Dramas, International Movies'","'The second installment of P.L. Deshpande’s biopic explores the Marathi humorist’s political journey, philanthropic endeavors and personal life.')"
('s887','Movie','Bhangra Paa Le','Sneha Taurani',"'Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi, Samir Soni, Chaitanya Sharma, Sheeba Chaddha, Akarsh Khurana'",'India',43891,2019,'TV-14','130 min',"'Comedies, Dramas, International Movies'","'Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.')"
('s914','Movie',"'Bikram: Yogi, Guru, Predator'",'Eva Orner','Bikram Choudhury','United States',43789,2019,'TV-MA','86 min','Documentaries','This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light.')
